Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,Year_x,social_support,cpi_score,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year_y,Life Expectancy at birth,BMI,Alcohol,Tuberculosis,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Lower respiratory infections,Upper respiratory infections,Otitis media,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Mouth and oropharynx cancers,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,Diabetes mellitus,"Endocrine, blood, immune disorders",Depressive disorders,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Idiopathic intellectual disability,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Chronic obstructive pulmonary disease,Asthma,Peptic ulcer disease,Cirrhosis of the liver,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Kidney diseases,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,1.96895,Africa,2019,0.0,35,137,Egypt,4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019.0,71.86500000000001,,0.13849999999999998,0.21587288300000002,0.079653316,0.000528229,0.0017375329999999999,0.0,0.0,0.0015142089999999999,0.1984913445,1.8459736395,0.45313793999999996,0.001564196,0.0215604315,0.2702447485,0.41353021,0.5228580780000001,0.10895558899999999,0.4942257445,0.0483293795,0.0124075455,0.0,0.0,0.0,0.110153269,0.0067338595,0.0,0.0,0.0,0.007874463,0.0025122680000000002,0.0,0.0,0.012640236,0.0028142435,0.0,0.0,0.0,0.0,10.3472499385,0.0025279345,0.0001329075,5.6956460115,3.0544873655,1.039581299,1.5224263305,0.379307927,0.0,0.0,0.0,0.0941194045,0.39652950649999996,0.475411994,0.9221800609999999,1.5414069055,12.256058240000002,1.453090931,2.838645764,0.0515613295,0.455005566,4.5899177805,0.31247786,0.211051934,0.971768655,0.6411461675,0.021182342,0.586284843,2.5663366965,1.9088709565,0.3135250515,0.449651766,0.3128841565,0.225225325,3.1532722275,0.390814475,1.8814690795,9.565488132,1.185998835,0.0,0.0,0.0,0.0706362915,0.058070681,0.0,0.000188673,0.0,0.0,0.0,3.4874507295,1.1955511875,0.22541244100000002,0.10632916249999999,0.0,0.0,0.32128952899999996,0.0,0.6240133255,10.54720168,86.93562573,21.919489915,1.2445576635000002,5.0541155525,6.6964616985,3.5518750609999996,0.6693885909999999,30.061184464999997,0.0711923555,0.020693646,0.5998528045,0.0564788285,0.907615575,0.2775418315,10.543651911000001,0.0,0.0026847385,0.08984976650000001,0.0,0.031261545,0.10966382050000001,0.012953199,0.0,0.0,0.0,0.1069960605,0.41781841,0.010691272,0.18295137150000002,2.6507352070000003,0.127739044,2.6915556955,0.0,0.152212552,5.0703102265,0.097463724,1.009432726,0.784140254,0.56114648,0.319984969,0.0,1.9094830150000002,1.510975709,2.08245393,0.35678770049999997
Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,1.97864,Asia,2019,0.0,42,116,Armenia,4.559,0.85,1.055,0.815,0.283,0.095,0.064,2019.0,75.82499999999999,,4.92,0.0218074405,5.045e-07,0.0,0.0,0.0,0.0,0.0007193795,0.031952332,0.0047494095,7.643999999999999e-05,3.2050000000000002e-06,4.42e-07,0.0,0.00327663,0.00253841,0.0007860205000000001,0.0045346995,0.032184991999999996,0.000508161,0.0,0.0,0.0,0.0,0.000472759,0.0,0.0,0.0,0.000184434,0.0,0.00021514,0.0,0.000172139,7.709999999999999e-06,0.0,0.0,0.0,0.0,0.607130654,0.0012718595,0.0007054325,0.06492516000000001,0.017114322,0.00892066,0.0136599205,0.000678008,0.000162114,0.00041220549999999997,0.002394026,0.0013164015,0.030014190500000003,0.0255397785,0.2240864525,0.234642188,0.181043272,0.1790384015,0.51475954,0.0103125445,0.017938671500000003,0.2219522965,0.049395101,0.0607096225,0.045271167,0.11049488,0.0041010155,0.068111782,0.08909582849999999,0.09939786149999999,0.034675696,0.0462503465,0.0200102885,0.006657448,0.031618288,0.014877874499999999,0.067982268,0.3568249655,0.025992546,0.0,0.0,0.001588851,0.0015256335,0.017897149,0.0,0.0,0.0,0.0,0.000146139,0.0199367265,0.005836355,0.004499576,0.0044174405,0.0,0.0,0.0356557175,0.0004954955,0.033654989999999996,0.38647231800000004,4.4506253765,1.0606224675,0.086840921,0.526979541,0.4162364195,0.0048420145,0.1174623855,0.31325800849999996,0.0023476545,0.0111034605,0.017431429,0.0055146505,0.0316690355,0.0155157545,0.233309606,0.013396254,2.705e-07,0.0409180975,0.0,0.0,0.013619186,0.0044021979999999995,0.0017353885,0.000586157,0.0016811,0.0103973775,0.008639913499999999,4.465e-05,0.0023777155,0.0320165695,0.0024173035,0.0955717415,0.0009838565000000001,0.0012494329999999999,0.295039998,0.0101136945,0.0187658515,0.006587922,0.0105228235,0.016700033,0.0,0.1312662405,0.049046201500000004,0.0559619435,0.00016361350000000001
Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,1.88326,Africa,2019,0.0,28,121,Kenya,4.509,0.512,0.983,0.581,0.431,0.372,0.053,2019.0,66.07,,2.17,9.8276090215,0.2246695025,0.0051064855,0.0156479445,0.0,0.0,0.0159641975,10.442416096,7.709917021,0.5067994735,0.006272863,0.0516481705,1.064448734,2.6818060074999996,0.0945145265,0.41562567650000004,0.26104993249999997,0.0762115915,0.0159961715,6.326000015,0.0,0.0,0.184977377,0.0971485505,0.0,0.0,0.07241900949999999,0.050623475,4.874999999999999e-05,0.0,0.020898664,0.111306193,0.004503272500000001,0.0,0.0,0.0,0.0,11.285629365,0.047379741,0.0035595035,4.7809039460000005,4.978530746500001,2.392013306,0.6746306305,2.106171379,0.0,0.0,0.0,0.071581226,0.9210726579999999,2.186273697,1.0048135715000002,0.738584955,0.675421929,0.358100278,0.334298491,0.0949647955,0.22415046,1.3288908195,1.6944720745,0.1612723375,0.3973334925,0.645949023,0.0204168105,0.120817583,0.1588106315,0.3010426905,0.137043605,0.1571666295,0.058214884999999994,0.088034745,0.6239202479999999,0.253603535,0.66366393,2.8256287650000003,0.415476944,0.0,0.0,0.0,0.177709836,0.0567213555,0.0,0.0004681485,0.0,0.0,0.0,0.9135171185,0.23492160350000002,0.416249157,0.0193202965,0.0,0.0,0.060001258,0.0,0.20375191,2.208817881,5.986235504,7.947639092999999,0.5606959005000001,1.089721671,2.1400882535,1.1500388415,0.5443664485,6.7022616315,0.120239348,0.25585616749999995,1.2097364485000002,0.092720849,0.419018091,0.220830817,2.2317557624999997,0.0,0.015303969,0.5813484235,0.0,0.014489008,0.2275970245,0.04203065,0.0,0.0,0.0,0.068455566,0.5029382434999999,0.019144269999999998,0.084113042,1.0034008625,0.1037469345,1.34436379,0.0,0.162178298,7.441411241,0.6343402585,0.7325250725,0.6582135335,0.6000061594999999,0.5762121524999999,0.0,2.167890398,1.607169348,1.4711951455,0.044543657
Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,1.50066,Europe,2019,0.0,30,133,Ukraine,4.332,0.82,1.39,0.739,0.178,0.187,0.01,2019.0,72.905,,8.825,1.5971358365,0.001864274,0.0026834485,0.0090589395,0.0,0.0,0.0046085705,2.9371478275,0.094448167,0.0009678865,0.00049593,0.020705215,0.001592353,0.128564683,0.19738884099999998,0.0011463595,0.021087237,0.0039436495,0.0009828340000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002133088,0.015951279,0.0,0.0,0.0,0.011697145999999999,0.0,0.0,0.0,0.0,0.0,3.4085806255,0.015277563000000001,0.0001396145,0.4257227215,0.1210721585,0.039752718,0.101222704,0.027151638999999998,0.0,0.0,0.0,0.029478402,2.259849026,0.9928411815,4.053214583,6.752337017,1.1049301325,2.905332161,7.5118090475,0.6772077985,0.32773483999999997,4.052891252,1.217158846,1.186615008,1.310736481,2.399750715,0.066492412,1.401864868,1.2179853775,1.1493253745,0.4437968015,0.7722817115,0.1722879445,0.1585709055,0.7707440249999999,0.38846705049999997,1.265519679,1.129131522,0.2075728035,0.0,0.0,0.0,2.8350730125,0.57050646,0.0,0.000322009,0.0,0.0,0.0,7.0979916785,1.5505514865,0.2094190595,0.17185836599999998,0.0,0.0,0.2142432615,0.0,0.4084221205,0.4851914175,139.3545519,39.941427485,6.095635107,4.965718049,4.8107109165,0.1145226215,0.8286791865,7.598356277500001,0.0390998585,0.0405421295,0.31759559950000005,0.10212545149999999,0.2217201675,1.0556082705,1.0871069935,0.0,0.130173754,0.6623060155,0.0,0.0106366855,0.1567220155,0.051443385,0.0,0.0,0.0,0.0593323675,0.07485531249999999,0.001290265,0.021270097,0.279218225,0.034831229000000005,0.2826745075,0.0,0.0317876565,2.243589289,0.5585665595,1.4375020405,0.826046403,1.155805076,0.275021397,0.0,2.116979249,4.7583621145,1.3823904715,0.1366176105
Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2.2002,Africa,2019,0.0,41,98,Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019.0,66.41,,2.765,5.107223053,0.2414095275,0.001609977,0.0046936059999999995,0.0,0.0,0.0046189535,6.7826323325,3.269058464,0.3722449265,0.002014502,0.067719974,0.11002579500000001,1.491630825,0.178587513,0.061824609,0.0506118275,0.013941803000000001,0.007755965,5.5809564815,0.0,0.0,0.12836933,0.0,0.0,0.0,0.007440269,0.003126551,8.5965e-05,0.0,0.025256635,0.095096101,0.0061508069999999995,0.0,0.0,0.0,0.0,8.131052858,0.008151737499999999,3.405e-05,3.3308789594999997,3.097015404,1.7335982054999999,0.430956545,0.9341101789999999,0.0,0.0,0.0,0.050463820000000006,0.24135334149999998,0.1426770665,0.435137082,0.4013367635,1.4255851345,0.167079409,0.11870842649999999,0.023947194999999998,0.0832384855,0.9687076395,1.0804983425,0.1094330405,0.349203176,0.515343489,0.005464127,0.0414159575,0.12264220249999999,0.106029198,0.03230629,0.0668256345,0.015976090499999998,0.0371923985,0.35117082850000003,0.0490770725,0.1700549315,2.964662088,0.9824671235,0.0,0.0,0.0,0.12201154250000001,0.3150246355,0.0,0.0002052925,0.0,0.0,0.0,0.6469489345,0.19335682199999998,0.1646657685,0.056251960499999996,0.0,0.0,0.143188588,0.0,0.1278357155,1.11531549,7.0512669205,7.581446015000001,0.8074131145000001,0.8518113155,1.5599062415,0.989632641,0.160261159,3.0267212169999995,0.072859584,0.014475726500000001,0.56232859,0.046675456000000004,0.198034122,0.392951892,2.0807039155,0.0,0.018257372,0.21488983849999999,0.0,0.003218582,0.132036546,0.0080834445,0.0,0.0,0.0,0.0493333205,0.4427282435,0.006871788,0.08886688949999999,0.4547994745,0.1239821305,0.850454789,0.0,0.071362859,3.9038064125,0.2607646455,0.583802573,0.364701824,0.3702102785,0.274671486,0.0,1.2163362704999998,0.9966112,0.9285573540000001,0.014556048
Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,1.87031,Asia,2019,0.0,56,119,Georgia,4.519,0.886,0.666,0.752,0.346,0.043,0.164,2019.0,73.275,,9.86,0.07631350149999999,0.0001807075,0.0001247765,0.0003979525,0.0,0.0,0.0001797375,0.0445,0.009310353,3.14e-05,1.67e-05,2.52e-05,0.000185514,0.012286084999999999,0.012026027500000001,0.0008368245,0.003533804,0.00017616399999999998,0.0001626225,0.0,0.0,0.0,0.0,0.0039313625,0.0,0.0,0.0,0.0003814975,0.0,0.0,0.0,0.0033399479999999997,1.76e-05,0.0,0.0,0.0,0.0,0.442861745,0.000338001,6.4552e-05,0.0572269365,0.019729149,0.008800968,0.015780323,0.002308734,0.0,0.0,0.0,0.003219727,0.08325956300000001,0.037579222499999995,0.266582601,0.221753311,0.1923280835,0.1136350045,0.575890129,0.032380586,0.042127173500000004,0.3064250975,0.0935651035,0.0574400035,0.086946233,0.145238131,0.0141678155,0.05655131099999999,0.102651347,0.13339988,0.033425692,0.071476221,0.0163136425,0.0180477335,0.0693346225,0.016808279000000002,0.085723492,0.8106170115,0.054319057,0.0,0.0,0.0,0.0245556605,0.0447970045,0.0,5.0075e-05,0.0,0.0,0.0,0.9131651585,0.177170132,0.0254079045,0.0059609785,0.0,0.0,0.0217443665,0.0,0.21318643450000002,2.1936666095,8.007212753,5.9846258665,0.1730944995,0.547198791,0.5792281445,0.067939079,0.113107703,0.9355470555,0.0052351385,0.004738646,0.07740984449999999,0.010033158,0.0168451565,0.025167478,0.41290603800000003,0.0,0.001257455,0.0396706355,0.0,0.000948577,0.0082895355,0.0037838850000000003,0.0,0.0,0.0,0.009615893,0.0071358155,5.9550000000000004e-05,0.003509404,0.044515695,0.002513947,0.0294397455,0.0,0.0021880874999999998,0.24800000100000003,0.011719756500000001,0.20995828700000002,0.0698630735,0.047524781,0.0518787055,0.0,0.1732242815,0.183449969,0.045199981,0.0002198465
Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,1.97861,Africa,2019,0.0,45,111,Senegal,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2019.0,68.47999999999999,,0.76,1.3392397269999998,0.0610554795,0.000760129,0.0020949475,0.0,0.0,0.001812626,0.5930998185,2.671496002,0.3857268535,0.0013359705,0.07914853599999999,0.042407767,0.81421768,0.042698748,0.0124426625,0.035117892,0.0054248435,0.0006741004999999999,2.297499985,0.0,0.0,0.08793097899999999,0.0104308085,0.0,0.0,0.001344783,0.001550715,3.875e-05,0.0,0.022237358,0.049456772499999996,0.008981894,0.0,0.0,0.0,0.0,3.5920050999999997,0.007641211,9.0837e-05,1.818175568,1.7237979505,1.253298401,0.336600283,0.247212224,0.0,0.0,0.0,0.0167075995,0.103761222,0.0495478075,0.27847785550000004,0.192201371,0.543558905,0.0796186265,0.0902226005,0.019006791999999998,0.0544617095,0.43038244550000004,0.7024991425,0.0469007195,0.1100133025,0.321023704,0.003248436,0.039291673,0.0773790135,0.031669394000000003,0.013866278000000001,0.027503293999999998,0.0133756015,0.016302742000000002,0.1253654425,0.015945255999999998,0.056285084,1.1976896689999998,0.5205578465,0.0,0.0,0.0,0.037095422,0.0691720745,0.0,6.715e-05,0.0,0.0,0.0,0.439291249,0.1364063935,0.16521058049999998,0.00990896,0.0,0.0,0.058142549,0.0,0.0828711795,0.5475130675,3.1120920300000003,2.671158623,0.2128867955,0.427243884,0.6755766455000001,0.4680946185,0.216461387,1.073345315,0.0192073405,0.022640637,0.2994953885,0.017638154,0.0685454085,0.118877857,1.105218126,0.0,0.0019582655,0.18659329149999998,0.0,0.0024225545,0.079657204,0.0073099805,0.0,0.0,0.0,0.0264556225,0.319464374,0.008338103500000001,0.052837041,0.272389841,0.06806717000000001,0.461137426,0.0,0.07059098850000001,1.9157802249999998,0.157276014,0.31106552649999997,0.224199596,0.24689995450000002,0.1824674115,0.0,0.7559060025,0.48891581399999995,0.623264087,0.0020869065
Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,1.15377,Europe,2019,0.0,43,97,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019.0,75.125,,12.725,0.051889367000000006,0.0008488155,0.0,0.0,0.0,0.0,0.0018892944999999999,0.009755005,0.0132570395,1.8e-05,2.76e-07,0.0001484215,0.000175164,0.01569081,0.0016384684999999999,0.004993306,0.010930262999999999,0.004828536,0.0003548325,0.0,0.0,0.0,0.0,4.8349999999999996e-05,0.0,0.0,0.0,0.0383263185,0.0,0.0001562085,0.0,0.0006739140000000001,0.0,0.0,0.0,0.0,0.0,0.698055738,0.002030319,5.65e-07,0.058245334,0.0198597675,0.0045450214999999995,0.004199641,0.0006577615,0.0003102435,0.0,0.0125616205,0.0020526305,0.20381151050000001,0.097587717,0.5872750095,1.2956761515,0.331896922,0.5313200115000001,1.643913052,0.0724087705,0.09180954999999999,0.6788229570000001,0.211074023,0.184705632,0.210049195,0.507761027,0.0200820415,0.1892761075,0.3184030995,0.3601611935,0.081766612,0.179809612,0.023647004,0.025554303,0.145096287,0.0790722895,0.22986159150000002,0.6721066609999999,0.0730390755,0.0,0.00198852,0.007660327,0.022117025999999998,0.037992204,0.0,0.0,0.0,0.0,0.0005170995,0.0737041165,0.14186717799999998,0.046683873,0.0258504725,0.0003709625,0.0,0.16467578500000002,0.000170577,0.028057217,2.9580235674999997,18.256512710000003,10.6736213935,0.20468517149999998,2.321096951,1.9965460455000001,0.013916468,0.1381084755,0.9019620835000001,0.003277696,0.0440565605,0.210368788,0.0068433190000000005,0.046584335500000004,0.0908983155,0.9272759749999999,0.0030769365,2.4000000000000003e-07,0.0109707095,0.0,0.0,0.026401644000000002,0.0024336885,0.0008827424999999999,0.0010026615,0.000873567,0.0115315205,0.0032454035,4.15e-06,0.002049863,0.048441759,0.00329975,0.02277103,0.00200875,0.0014818975,0.3234999965,0.01892485,0.1905987895,0.061980641999999996,0.0644982265,0.051607946,0.0,0.2187174185,0.340502664,0.042223781,0.001419093
Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,1.9263,Africa,2019,0.0,28,122,Mauritania,4.49,0.57,1.167,0.489,0.066,0.106,0.088,2019.0,68.405,,0.0,0.358258011,0.101885798,0.000154885,0.00042848399999999997,0.0,0.0,0.000354685,0.11528155200000001,0.8282049014999999,0.287152154,0.0015410275,0.004318926000000001,0.028806332000000004,0.178459553,0.0165859265,0.0029124945,0.011088434000000001,0.001319425,0.000315646,0.7112673455,0.0,0.0,0.0068197125,0.001209646,0.0,0.0,0.0,0.0016604625,1.0195e-05,0.0,0.006695471,0.022162734,0.0013266515,0.0,0.0,0.0,0.0,1.3777756454999999,0.001271553,1.4950000000000001e-05,1.006994873,0.6022483750000001,0.453122528,0.07579826749999999,0.2312341155,0.0,0.0,0.0,0.0100793915,0.022422487999999997,0.014948006,0.0661075055,0.05476094199999999,0.155800922,0.0192777415,0.030155723000000002,0.0064512195,0.018447246,0.094509156,0.166585888,0.0084530025,0.021672429,0.059083007,0.000600121,0.008255443500000001,0.021226563,0.006597812,0.0049400089999999995,0.008068841,0.002549601,0.0035431955,0.0268687315,0.0019779215,0.011222952,0.297154604,0.098664856,0.0,0.0,0.0,0.00796637,0.035578200000000004,0.0,1.4635e-05,0.0,0.0,0.0,0.1256900615,0.0344880845,0.037269215,0.0026388245000000003,0.0,0.0,0.014947261,0.0,0.0167744285,0.1429990115,0.817858737,0.653409868,0.054945102,0.11531816349999999,0.1373752085,0.084887579,0.04168977,0.2927835715,0.004339363,0.0052753835,0.08064431650000001,0.0047458859999999995,0.016175687,0.026349251999999997,0.27740338249999996,0.0,0.0006056799999999999,0.042142632,0.0,0.000488012,0.0237470455,0.002195923,0.0,0.0,0.0,0.0068594814999999995,0.0858190805,0.0019299654999999998,0.0186043765,0.0771055205,0.019394326,0.129681249,0.0,0.03035371,0.579220552,0.033728485,0.0700474425,0.061573447,0.0581363835,0.051966217999999995,0.0,0.1716242455,0.0705228845,0.24568829199999997,0.0008121345
Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2.4427,Africa,2019,0.0,24,146,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019.0,60.56,,4.78,0.999531887,0.062242792500000005,0.001562028,0.0048831855,0.0,0.0,0.0045096825,9.9941232315,2.29730227,0.20936186299999998,0.0009793495,0.015206838,0.0508622605,0.6625563715,0.058722678,0.0195707975,0.0283961525,0.007130826,0.0069313915,1.0014999975,0.0010557155,0.0,0.0860120355,0.0,0.0,0.0,0.0505347435,0.00623294,8.95085e-05,0.0,0.0,0.041911309,0.001109334,0.0,0.0,0.0,0.0,5.3897200815,0.0325437085,0.00164921,2.01879982,1.702731026,0.792121979,0.2445231905,1.198032252,0.0,0.0,0.0,0.013592335,0.10382296099999999,0.400744742,0.2793934435,0.252535459,0.2548490775,0.10835663100000001,0.1429094845,0.045444361,0.0865547065,0.419551719,1.0114548465,0.090987293,0.086712641,0.3139783555,0.0037670235,0.0421105465,0.0623774085,0.0550738465,0.029776054000000003,0.034509111,0.042613360499999996,0.0185397145,0.3214000305,0.1399318265,0.1217656305,1.67189925,0.276726117,0.0,0.0,0.0,0.024106266,0.106288974,0.0,0.0001334525,0.0,0.0,0.0,0.383785325,0.112833817,0.253895031,0.0070379615,0.0,0.0,0.0516609705,0.0,0.2709921875,0.572888231,4.2464488175,2.5629747045,0.5236472315,0.490772255,0.5816471225,0.765304448,0.2740479045,0.970630669,0.0331021215,0.0622544075,0.4115840595,0.0256917595,0.1013464175,0.04941779,1.1067875855,0.0,0.0021031005000000003,0.1424725195,0.0,0.025631172,0.086516625,0.0131193935,0.0,0.0,0.0,0.0237836815,0.1030197995,0.012691444,0.0674798685,0.3402531445,0.055438287,0.5297717665,0.0,0.0763351705,3.018698964,0.25759469199999996,0.23240101700000002,0.396279893,0.47788284999999997,0.17288016299999998,0.317845839,0.8277895805,1.034254601,0.9580740775000001,0.0130360895
Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.82859,Africa,2019,0.0,31,150,Malawi,3.41,0.191,0.56,0.495,0.443,0.218,0.089,2019.0,65.62,,4.16,1.496094208,0.2400927725,0.001251744,0.003911739,0.0,0.0,0.004360900500000001,6.4193901325,2.8909419575,0.218024871,0.0008845115,0.003069243,0.0888213285,0.8960794865,0.023949733,0.073056936,0.043944359,0.0073041075,0.0015312325000000002,3.1540000304999998,0.000214492,0.0,0.0716357995,0.0,0.0,0.0,0.008277877999999999,0.0049707250000000005,0.0045873755,0.0,0.0,0.035389575,0.002094884,0.0,0.0,0.0,0.0,3.8693235969999997,0.0297657515,0.0027314145000000003,2.169446808,1.7814268725,0.992239746,0.2454300365,0.749694563,0.0,0.0,0.0,0.033660739,0.1255196855,0.920843723,0.1029675885,0.1172053045,0.15831524349999998,0.0189640625,0.0652713325,0.0793459925,0.0860407205,0.300075488,1.4381215935,0.011317414,0.0787891415,0.135338712,0.006972409,0.057445071,0.19399133950000003,0.0283131945,0.002182166,0.021958414000000002,0.0132134625,0.0230506875,0.38718504249999997,0.009035492499999999,0.0409724755,1.1333968945,0.128254336,0.0,0.0,0.0,0.056848168,0.0237499515,0.0,6.175e-05,0.0,0.0,0.0,0.391101932,0.099897701,0.1299579435,0.0042957885,0.0,0.0,0.025853749000000002,0.0,0.077143011,0.8982581765000001,2.464524559,2.9695150784999997,0.1852260375,0.38901117949999997,0.6702370985,0.352460588,0.13977513949999998,1.6294475565000002,0.0468671675,0.0545611025,0.264358409,0.0235925155,0.123035847,0.05664952400000001,0.783631325,0.0,0.0044628795,0.2073894695,0.0,0.0024548495,0.0506731635,0.014365073499999999,0.0,0.0,0.0,0.02129191,0.230307226,0.0077289475,0.038460115,0.377909776,0.049282162,0.55091466,0.0,0.0567070085,3.1106525605,0.16239260049999998,0.280883514,0.189768925,0.22889346,0.154924843,0.029830548499999998,0.633098056,0.5034977605,0.2032083515,0.0012429175
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,1.45332,Africa,2019,0.0,31,104,Gabon,4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019.0,66.66,,7.970000000000001,0.9094751375000001,0.016371622000000002,0.000140493,0.00046867,0.0,0.0,0.000443699,0.5639948945,0.159091919,0.040591009,0.0001775605,0.0730246445,0.004220847,0.056512242000000004,0.0036038694999999997,0.001138469,0.003297005,0.000517249,0.00020029949999999998,0.269911976,0.017649191,0.0,0.006929766,0.0,0.0,0.0,0.0033298134999999998,0.0001695545,6.725e-06,0.0,0.007850942999999999,0.0005566485,0.000173015,0.0,0.0,0.0,0.0,0.48290678249999996,0.0012879035,8.8484e-05,0.2472178605,0.18123855900000002,0.100759003,0.026604279,0.0388378495,0.0,0.0,0.0,0.002597467,0.034618563500000005,0.0172818665,0.0162018155,0.0215298455,0.026323975,0.0103100005,0.04358843,0.005836394,0.0110513865,0.0461349915,0.048097494,0.0096911165,0.0132662885,0.03980492,0.0005195695,0.0036667705000000004,0.017406021,0.0089325085,0.001079441,0.0106606645,0.001082323,0.000367955,0.015398849999999999,0.0001102145,0.0084341315,0.321333786,0.0490332795,0.0,0.0,0.0,0.009664196,0.0169175935,0.0,1.7185e-05,0.0,0.0,0.0,0.075751338,0.023596969,0.018553896,0.0008098129999999999,0.0,0.0,0.0095151275,0.0,0.009942834000000001,0.20610449349999999,0.509438639,0.4481684375,0.050644839,0.09251529,0.1075453015,0.045217309,0.018191091,0.208247858,0.0033075475,0.006460641,0.023670416,0.002959771,0.0161013275,0.0072271105,0.1918050135,0.0,0.0006899695,0.033894603499999995,0.0,0.00072927,0.010794497,0.003120004,0.0,0.0,0.0,0.007020318,0.027563896,0.0004624205,0.0057703745,0.036090662,0.008328709,0.064442609,0.0,0.003776702,0.2591769815,0.0139634515,0.0422226205,0.019280843,0.0208764515,0.015696623,0.0,0.0698108905,0.09131481400000001,0.091851437,0.0013803935000000001
